#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
8ca.alpha.45         -          WP_069584798.1       -            2.7e-98  318.5   6.0     3e-98  318.4   6.0   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          WP_321423126.1       -            3.8e-98  318.0   3.9   4.2e-98  317.9   3.9   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          MDD1763712.1         -           1.1e-101  329.7   3.5  1.2e-101  329.6   3.5   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          WP_048187783.1       -           8.6e-102  330.0   4.3  9.6e-102  329.9   4.3   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          WP_067258784.1       -             1e-102  333.0   5.6  1.2e-102  332.9   5.6   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          WP_040682587.1       -            1.4e-99  322.7  10.1   1.5e-99  322.6  10.1   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          WP_321051340.1       -            7.8e-99  320.3   9.3   8.7e-99  320.1   9.3   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          WP_088540216.1       -           6.6e-101  327.1   8.4  7.4e-101  326.9   8.4   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          MCC7562678.1         -            3.7e-98  318.0   3.4   4.2e-98  317.9   3.4   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          MDO5820952.1         -           5.5e-101  327.4   4.1  6.1e-101  327.2   4.1   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          WP_067092537.1       -            3.5e-99  321.4   1.8   4.1e-99  321.2   1.8   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          WP_337505422.1       -           5.1e-106  343.9   3.5  5.6e-106  343.8   3.5   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          WP_303334266.1       -            1.8e-95  309.2   1.8     2e-95  309.1   1.8   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          WP_011954368.1       -           6.8e-105  340.2   3.4  7.5e-105  340.1   3.4   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          WP_296858172.1       -            1.3e-96  313.0   1.4   1.4e-96  312.9   1.4   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          WP_303371892.1       -           1.4e-100  326.0   4.8  1.6e-100  325.8   4.8   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          MBE6500767.1         -            2.7e-99  321.8   4.3   2.9e-99  321.7   4.3   1.0   1   0   0   1   1   1   1 -
8ca.beta.45          -          MBX0310931.1         -            7.4e-99  320.8   1.7   8.2e-99  320.7   1.7   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          MBX0310931.1         -            9.1e-09   22.5   3.4   9.6e-07   15.8   0.1   2.1   1   1   1   2   2   2   2 -
8ca.beta.45          -          AVN84966.1           -           1.7e-109  355.8   0.0  1.9e-109  355.7   0.0   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          AVN84966.1           -            1.2e-10   28.7   3.0   2.6e-06   14.4   0.0   3.0   2   1   0   3   3   3   3 -
8ca.beta.45          -          WP_002709534.1       -           4.1e-117  380.9   1.2  4.5e-117  380.8   1.2   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          WP_002709534.1       -            1.2e-09   25.4   0.1   1.4e-07   18.5   0.0   2.1   2   0   0   2   2   2   2 -
8ca.beta.45          -          WP_229490596.1       -           3.2e-109  355.0   0.0  3.5e-109  354.8   0.0   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          WP_229490596.1       -            1.2e-07   18.7   0.0   4.3e-06   13.6   0.0   2.2   2   0   0   2   2   2   2 -
8ca.beta.45          -          WP_158187029.1       -           2.1e-107  349.0   0.0  2.3e-107  348.8   0.0   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          WP_158187029.1       -            1.8e-05   11.5   0.1     6e-05    9.8   0.0   1.8   2   0   0   2   2   2   1 -
8ca.beta.45          -          MEO2153764.1         -           5.1e-100  324.6   0.0    6e-100  324.4   0.0   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          MEO2153764.1         -            1.3e-11   31.9   1.3   1.4e-06   15.2   0.2   2.7   3   0   0   3   3   3   2 -
8ca.beta.45          -          MEN8166604.1         -             1e-109  356.6   0.6  1.1e-109  356.5   0.6   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          MEN8166604.1         -            3.9e-08   20.4   2.8   8.7e-06   12.6   0.0   2.9   2   1   0   3   3   3   3 -
8ca.beta.45          -          WP_210218415.1       -           2.4e-117  381.7   0.7  2.7e-117  381.5   0.7   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          WP_210218415.1       -            5.4e-09   23.2   0.5   2.1e-07   18.0   0.0   2.1   2   0   0   2   2   2   2 -
8ca.beta.45          -          HKJ81916.1           -            4.9e-91  295.1   0.1   5.8e-91  294.8   0.1   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          HKJ81916.1           -            3.1e-10   27.4   1.9     3e-07   17.5   0.0   2.1   2   0   0   2   2   2   2 -
8ca.beta.45          -          WP_306244834.1       -           1.6e-117  382.3   4.7  1.8e-117  382.1   4.7   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          WP_306244834.1       -            2.4e-10   27.7   4.0   2.5e-07   17.7   0.0   3.0   2   1   0   3   3   3   3 -
8ca.beta.45          -          WP_310375244.1       -           1.7e-113  369.0   0.0  1.9e-113  368.8   0.0   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          WP_310375244.1       -            8.1e-08   19.4   0.2   5.1e-06   13.4   0.0   2.0   2   0   0   2   2   2   2 -
8ca.beta.45          -          MBK7022031.1         -           9.8e-113  366.5   0.0  1.1e-112  366.4   0.0   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          MBK7022031.1         -            4.2e-09   23.6   0.1   1.3e-07   18.7   0.0   2.0   2   0   0   2   2   2   2 -
8ca.beta.45          -          WP_110448495.1       -           9.7e-118  383.0   4.9  1.1e-117  382.8   4.9   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          WP_110448495.1       -            9.4e-11   29.1   3.4   2.2e-07   17.9   0.0   3.0   2   1   0   3   3   3   3 -
8ca.beta.45          -          MBP6316734.1         -           3.9e-108  351.3   0.0  4.3e-108  351.2   0.0   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          MBP6316734.1         -            4.7e-09   23.5   0.2   2.2e-07   17.9   0.0   2.2   2   0   0   2   2   2   2 -
8ca.beta.45          -          OCG39516.1           -           6.6e-113  367.1   3.8  7.4e-113  366.9   3.8   1.0   1   0   0   1   1   1   1 -
