#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
8ca.alpha.45         -          WP_069584798.1       -            3.7e-96  308.8   4.2   4.1e-96  308.6   4.2   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          WP_321423126.1       -            2.9e-96  309.1   2.6   3.2e-96  309.0   2.6   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          MDD1763712.1         -            1.8e-97  313.0   1.8     2e-97  312.9   1.8   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          WP_048187783.1       -            8.2e-98  314.2   2.6   9.1e-98  314.0   2.6   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          WP_067258784.1       -            1.3e-97  313.5   3.9   1.5e-97  313.4   3.9   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          WP_040682587.1       -            8.7e-96  307.6   7.7   9.6e-96  307.4   7.7   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          WP_321051340.1       -            1.9e-95  306.4   7.1   2.2e-95  306.3   7.1   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          WP_088540216.1       -            1.1e-96  310.5   5.5   1.2e-96  310.4   5.5   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          MCC7562678.1         -            2.7e-93  299.4   2.2     3e-93  299.3   2.2   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          MDO5820952.1         -              6e-96  308.1   2.5   6.7e-96  307.9   2.5   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          WP_067092537.1       -            1.2e-93  300.5   0.6   1.4e-93  300.4   0.6   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          WP_337505422.1       -           3.9e-100  321.7   1.3  4.3e-100  321.6   1.3   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          WP_303334266.1       -            1.1e-92  297.5   0.8   1.2e-92  297.3   0.8   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          WP_011954368.1       -            3.6e-99  318.6   1.4     4e-99  318.4   1.4   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          WP_296858172.1       -            5.5e-93  298.5   1.3     6e-93  298.3   1.3   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          WP_303371892.1       -            2.1e-95  306.3   2.3   2.3e-95  306.2   2.3   1.0   1   0   0   1   1   1   1 -
8ca.alpha.45         -          MBE6500767.1         -              1e-94  304.1   2.2   1.1e-94  303.9   2.2   1.0   1   0   0   1   1   1   1 -
8ca.beta.45          -          MBX0310931.1         -           1.9e-104  337.8   2.2  2.2e-104  337.6   2.2   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          MBX0310931.1         -            1.3e-09   25.9   3.3   1.4e-07   19.1   0.0   2.2   2   0   0   2   2   2   2 -
8ca.beta.45          -          AVN84966.1           -           1.6e-119  387.2   0.0  1.8e-119  387.0   0.0   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          AVN84966.1           -            1.1e-11   32.8   2.8     2e-06   15.4   0.0   3.0   3   0   0   3   3   3   3 -
8ca.beta.45          -          WP_002709534.1       -             1e-121  394.4   0.3  1.2e-121  394.2   0.3   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          WP_002709534.1       -            2.7e-09   24.8   0.8   6.9e-08   20.2   0.0   2.2   2   0   0   2   2   2   2 -
8ca.beta.45          -          WP_229490596.1       -           9.1e-117  378.2   0.0    1e-116  378.1   0.0   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          WP_229490596.1       -            1.8e-07   18.8   1.2   1.2e-06   16.1   0.0   2.2   3   0   0   3   3   3   1 -
8ca.beta.45          -          WP_158187029.1       -           2.4e-113  367.0   0.0  2.6e-113  366.9   0.0   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          WP_158187029.1       -            3.7e-06   14.5   0.5   9.6e-06   13.1   0.0   1.8   3   0   0   3   3   3   1 -
8ca.beta.45          -          MEO2153764.1         -           8.4e-109  352.1   0.0  9.7e-109  351.9   0.0   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          MEO2153764.1         -            3.1e-13   37.9   0.4   8.5e-07   16.6   0.0   3.0   3   0   0   3   3   3   3 -
8ca.beta.45          -          MEN8166604.1         -           8.3e-119  384.9   0.3  9.8e-119  384.6   0.3   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          MEN8166604.1         -            4.1e-09   24.2   2.6   3.4e-06   14.6   0.0   3.0   3   0   0   3   3   3   3 -
8ca.beta.45          -          WP_210218415.1       -           4.9e-121  392.2   0.2  5.4e-121  392.0   0.2   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          WP_210218415.1       -            5.8e-09   23.7   0.7   1.4e-07   19.1   0.0   2.2   2   0   0   2   2   2   2 -
8ca.beta.45          -          HKJ81916.1           -           6.9e-102  329.4   0.2  7.9e-102  329.2   0.2   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          HKJ81916.1           -            1.2e-10   29.4   4.4     5e-08   20.6   0.1   2.3   2   0   0   2   2   2   2 -
8ca.beta.45          -          WP_306244834.1       -           4.7e-121  392.2   4.2  5.1e-121  392.1   4.2   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          WP_306244834.1       -            3.7e-10   27.7   4.6   1.3e-06   15.9   0.0   3.1   2   1   1   3   3   3   3 -
8ca.beta.45          -          WP_310375244.1       -           8.5e-119  384.8   0.0  9.2e-119  384.7   0.0   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          WP_310375244.1       -            2.4e-08   21.7   0.1   1.7e-06   15.5   0.0   2.1   2   0   0   2   2   2   2 -
8ca.beta.45          -          MBK7022031.1         -           1.1e-118  384.5   0.0  1.2e-118  384.3   0.0   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          MBK7022031.1         -            5.2e-10   27.2   0.2   2.1e-08   21.9   0.0   2.1   2   0   0   2   2   2   2 -
8ca.beta.45          -          WP_110448495.1       -           3.9e-121  392.5   4.0  4.3e-121  392.4   4.0   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          WP_110448495.1       -            3.3e-10   27.9   4.9   1.2e-06   16.1   0.0   3.1   2   1   1   3   3   3   3 -
8ca.beta.45          -          MBP6316734.1         -           2.5e-115  373.5   0.0  2.7e-115  373.3   0.0   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          MBP6316734.1         -            1.8e-09   25.4   1.2   4.5e-08   20.8   0.0   2.3   3   0   0   3   3   3   2 -
8ca.beta.45          -          OCG39516.1           -           2.2e-118  383.5   2.2  2.4e-118  383.3   2.2   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          OCG39516.1           -              2e-09   25.3   0.3   4.8e-07   17.4   0.0   2.9   3   0   0   3   3   3   3 -
8ca.beta.45          -          WP_231475403.1       -           4.3e-117  379.3   0.1  4.8e-117  379.1   0.1   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          WP_231475403.1       -            1.8e-11   32.0   0.9   6.6e-06   13.6   0.0   3.1   3   0   0   3   3   3   3 -
8ca.beta.45          -          HKJ84168.1           -           2.6e-119  386.5   0.0  3.1e-119  386.3   0.0   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          HKJ84168.1           -            6.3e-07   17.0   2.0   3.6e-06   14.5   0.0   2.4   3   0   0   3   3   3   1 -
8ca.beta.45          -          HSG22115.1           -           3.3e-117  379.6   0.0  3.5e-117  379.5   0.0   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          HSG22115.1           -            1.4e-08   22.5   1.2   2.4e-07   18.4   0.0   2.2   2   0   0   2   2   2   2 -
8ca.beta.45          -          WP_198228652.1       -           1.3e-118  384.2   3.9  1.4e-118  384.1   3.9   1.0   1   0   0   1   1   1   1 -
8ca.eta.45           -          WP_198228652.1       -            9.5e-11   29.6   2.5   2.1e-07   18.6   0.0   3.2   3   0   0   3   3   3   3 -
8ca.delta.45         -          KAL1526034.1         -             3e-172  562.8   0.2  4.4e-172  562.3   0.2   1.3   1   0   0   1   1   1   1 -
8ca.delta.45         -          GHP06512.1           -           1.7e-170  557.0   3.2    2e-170  556.8   3.2   1.0   1   0   0   1   1   1   1 -
8ca.delta.45         -          CAJ1932519.1         -           1.7e-178  583.4   4.3  1.9e-178  583.3   4.3   1.0   1   0   0   1   1   1   1 -
8ca.delta.45         -          KOO21563.1           -           2.1e-167  546.8   0.1  3.7e-167  546.1   0.1   1.3   1   0   0   1   1   1   1 -
8ca.delta.45         -          KAK3237905.1         -           2.3e-174  569.8  15.3  2.8e-174  569.5  15.3   1.0   1   0   0   1   1   1   1 -
8ca.delta.45         -          CAB9523182.1         -           7.9e-166  541.7   2.1  8.4e-166  541.6   2.1   1.0   1   0   0   1   1   1   1 -
8ca.delta.45         -          ABG37687.1           -           1.4e-149  488.1  10.0  7.6e-112  363.7  14.0   2.1   1   1   1   2   2   2   2 -
8ca.delta.45         -          XP_002290576.1       -           3.1e-166  543.0  10.4  3.6e-166  542.8  10.4   1.0   1   0   0   1   1   1   1 -
8ca.delta.45         -          KAK1746778.1         -           3.7e-191  625.2   6.1  4.6e-191  624.9   6.1   1.1   1   0   0   1   1   1   1 -
8ca.delta.45         -          KAK1746764.1         -           1.5e-170  557.3   7.0    2e-170  556.8   7.0   1.1   1   0   0   1   1   1   1 -
8ca.eta.45           -          XP_028533274.1       -           3.1e-290  954.2 100.1  6.6e-277  910.1  76.1   3.0   1   1   2   3   3   3   3 -
8ca.beta.45          -          XP_028533274.1       -            6.6e-16   47.6   1.7   3.1e-09   25.7   0.1   3.6   3   1   0   3   3   3   3 -
8ca.theta.45         -          XP_028533274.1       -              0.021    3.0  10.0   0.00024    9.5   0.6   2.1   2   0   0   2   2   2   0 -
8ca.eta.45           -          SBT71492.1           -           2.7e-296  974.2  75.9  3.4e-269  884.6  52.2   2.0   1   1   1   2   2   2   2 -
8ca.beta.45          -          SBT71492.1           -              2e-15   46.0   7.2   2.7e-09   25.9   1.1   4.0   2   1   1   3   3   3   3 -
8ca.eta.45           -          SCM04562.1           -                  0 1156.3  87.4  1.4e-295  971.9  50.6   2.1   1   1   1   2   2   2   2 -
8ca.beta.45          -          SCM04562.1           -              1e-14   43.7   3.3   2.3e-10   29.4   0.1   3.5   3   0   0   3   3   3   3 -
8ca.eta.45           -          CAD2092208.1         -                  0 1203.5  91.6         0 1202.4  91.6   1.5   1   1   0   1   1   1   1 -
8ca.beta.45          -          CAD2092208.1         -            4.6e-13   38.3   5.0   2.2e-09   26.2   0.2   3.7   3   1   0   3   3   3   3 -
8ca.eta.45           -          SCM08881.1           -                  0 1159.1  88.4  8.8e-294  965.9  48.1   2.1   1   1   1   2   2   2   2 -
8ca.beta.45          -          SCM08881.1           -            3.5e-15   45.2   3.0   6.6e-11   31.2   0.1   3.4   3   0   0   3   3   3   3 -
8ca.eta.45           -          KEG02328.1           -                  0 1203.9  89.2         0 1203.6  89.2   1.1   1   0   0   1   1   1   1 -
8ca.beta.45          -          KEG02328.1           -            5.9e-13   37.9   5.9   2.1e-09   26.3   0.2   3.8   3   1   0   3   3   3   3 -
8ca.eta.45           -          KMZ80362.1           -            6.1e-48  152.7   0.0   6.9e-48  152.5   0.0   1.0   1   0   0   1   1   1   1 -
8ca.beta.45          -          KMZ80362.1           -              4e-06   15.5   0.0   4.9e-06   15.2   0.0   1.1   1   0   0   1   1   1   1 -
8ca.eta.45           -          XP_028861811.1:215-675 -           1.6e-269  885.6  45.6  1.8e-269  885.5  45.6   1.0   1   0   0   1   1   1   1 -
8ca.beta.45          -          XP_028861811.1:215-675 -            4.9e-16   48.0   7.7     2e-09   26.4   1.5   4.0   2   1   1   3   3   3   3 -
8ca.theta.45         -          XP_028861811.1:215-675 -            9.7e-05   10.8   0.8   0.00014   10.2   0.8   1.2   1   0   0   1   1   1   1 -
8ca.eta.45           -          XP_028539093.1:1-600 -                  0 1016.8  77.3    1e-299  985.5  66.9   2.0   1   1   1   2   2   2   2 -
8ca.beta.45          -          XP_028539093.1:1-600 -            1.1e-15   46.8   5.6   1.3e-09   27.0   0.6   4.0   3   1   0   3   3   3   3 -
8ca.eta.45           -          XP_028529255.1:208-616 -           2.2e-266  875.3  35.6  2.5e-266  875.1  35.6   1.0   1   0   0   1   1   1   1 -
8ca.beta.45          -          XP_028529255.1:208-616 -            9.5e-17   50.3   2.9   7.6e-10   27.7   0.0   3.6   3   1   0   4   4   4   3 -
8ca.eta.45           -          XP_028861811.1:245-675 -           2.4e-269  885.1  39.9  2.7e-269  884.9  39.9   1.0   1   0   0   1   1   1   1 -
8ca.beta.45          -          XP_028861811.1:245-675 -            4.9e-16   48.0   8.1     2e-09   26.4   1.7   4.0   2   1   1   3   3   3   3 -
8ca.theta.45         -          XP_028861811.1:245-675 -            8.7e-05   10.9   0.8   0.00013   10.4   0.8   1.2   1   0   0   1   1   1   1 -
8ca.gamma.45         -          RMD46958.1           -            3.7e-99  318.6   1.6   4.1e-99  318.5   1.6   1.0   1   0   0   1   1   1   1 -
8ca.gamma.45         -          MEJ5172882.1         -            2.8e-96  309.2   2.9     3e-96  309.1   2.9   1.0   1   0   0   1   1   1   1 -
8ca.gamma.45         -          MCX7738331.1         -            4.7e-95  305.2   1.7   5.2e-95  305.1   1.7   1.0   1   0   0   1   1   1   1 -
8ca.gamma.45         -          WP_012674376.1       -            8.7e-97  310.9   2.6   9.6e-97  310.7   2.6   1.0   1   0   0   1   1   1   1 -
8ca.gamma.45         -          WP_028951275.1       -            2.3e-96  309.5   2.2   2.5e-96  309.4   2.2   1.0   1   0   0   1   1   1   1 -
8ca.gamma.45         -          WP_299230014.1       -            9.1e-97  310.8   3.2     1e-96  310.7   3.2   1.0   1   0   0   1   1   1   1 -
8ca.gamma.45         -          MBI1922092.1         -            7.3e-93  298.1   0.1   8.1e-93  297.9   0.1   1.0   1   0   0   1   1   1   1 -
8ca.gamma.45         -          MCP9448093.1         -            2.7e-96  309.2   0.8     3e-96  309.1   0.8   1.0   1   0   0   1   1   1   1 -
8ca.gamma.45         -          HMM78957.1           -            7.7e-92  294.7   0.1   8.6e-92  294.6   0.1   1.0   1   0   0   1   1   1   1 -
8ca.gamma.45         -          MBK6588860.1         -            4.9e-88  282.3   0.2   5.4e-88  282.2   0.2   1.0   1   0   0   1   1   1   1 -
8ca.gamma.45         -          MCP9469949.1         -            1.3e-97  313.5   1.2   1.5e-97  313.4   1.2   1.0   1   0   0   1   1   1   1 -
8ca.gamma.45         -          MSQ77587.1           -            5.6e-96  308.2   2.4   6.1e-96  308.1   2.4   1.0   1   0   0   1   1   1   1 -
8ca.gamma.45         -          WHZ27540.1           -            1.6e-99  319.8   2.0   1.7e-99  319.7   2.0   1.0   1   0   0   1   1   1   1 -
8ca.gamma.45         -          MCS6306031.1         -            1.2e-99  320.2   2.2   1.3e-99  320.0   2.2   1.0   1   0   0   1   1   1   1 -
8ca.gamma.45         -          WP_026842119.1       -            4.2e-93  298.9   0.2   4.6e-93  298.7   0.2   1.0   1   0   0   1   1   1   1 -
8ca.gamma.45         -          HSD19377.1           -            2.2e-84  270.4   0.1   2.5e-84  270.2   0.1   1.0   1   0   0   1   1   1   1 -
8ca.gamma.45         -          MER3423612.1         -            8.1e-98  314.2   2.6   8.8e-98  314.1   2.6   1.0   1   0   0   1   1   1   1 -
8ca.gamma.45         -          HEX6279469.1         -            3.4e-85  273.1   0.1   3.7e-85  273.0   0.1   1.0   1   0   0   1   1   1   1 -
8ca.iota.45          -          WP_190449046.1       -           6.6e-117  377.5   3.2  7.3e-117  377.3   3.2   1.0   1   0   0   1   1   1   1 -
8ca.iota.45          -          NJR19470.1           -           2.1e-109  353.0   3.0  2.3e-109  352.9   3.0   1.0   1   0   0   1   1   1   1 -
8ca.iota.45          -          PZV18179.1           -           1.4e-111  360.1   2.9  1.5e-111  359.9   2.9   1.0   1   0   0   1   1   1   1 -
8ca.iota.45          -          WP_323364979.1       -             2e-111  359.6   1.8  2.2e-111  359.4   1.8   1.0   1   0   0   1   1   1   1 -
8ca.iota.45          -          WP_310483718.1       -           1.5e-111  360.0   3.1  1.6e-111  359.9   3.1   1.0   1   0   0   1   1   1   1 -
8ca.iota.45          -          BBC23791.1           -           3.9e-115  371.7   4.5  4.6e-115  371.5   4.5   1.0   1   0   0   1   1   1   1 -
8ca.iota.45          -          WP_273281951.1       -           2.6e-106  342.9   2.0    3e-106  342.7   2.0   1.0   1   0   0   1   1   1   1 -
8ca.iota.45          -          WP_204735614.1       -           3.9e-104  335.7   0.9  4.4e-104  335.6   0.9   1.0   1   0   0   1   1   1   1 -
8ca.iota.45          -          MDP3811698.1         -           7.5e-104  334.8   0.9  8.4e-104  334.6   0.9   1.0   1   0   0   1   1   1   1 -
8ca.iota.45          -          WP_071454484.1       -           1.7e-101  327.1   1.7  1.9e-101  326.9   1.7   1.0   1   0   0   1   1   1   1 -
8ca.iota.45          -          WP_271760027.1       -             4e-115  371.7   4.6  4.4e-115  371.5   4.6   1.0   1   0   0   1   1   1   1 -
8ca.iota.45          -          WP_079291424.1       -           2.5e-115  372.3   2.2  2.7e-115  372.2   2.2   1.0   1   0   0   1   1   1   1 -
8ca.iota.45          -          WP_061545397.1       -           3.2e-115  372.0   1.8  3.5e-115  371.8   1.8   1.0   1   0   0   1   1   1   1 -
8ca.iota.45          -          WP_246605445.1       -           2.2e-114  369.2   3.5  2.4e-114  369.1   3.5   1.0   1   0   0   1   1   1   1 -
8ca.iota.45          -          MBO1043309.1         -           1.1e-115  373.5   3.3  1.2e-115  373.4   3.3   1.0   1   0   0   1   1   1   1 -
8ca.iota.45          -          WP_290599113.1       -           1.2e-117  379.9   3.7  1.4e-117  379.7   3.7   1.0   1   0   0   1   1   1   1 -
8ca.iota.45          -          MBS9385812.1         -             4e-118  381.4   3.7  4.5e-118  381.3   3.7   1.0   1   0   0   1   1   1   1 -
8ca.iota.45          -          WP_148762519.1       -           4.5e-118  381.3   3.9    5e-118  381.1   3.9   1.0   1   0   0   1   1   1   1 -
8ca.iota.45          -          MBC7728472.1         -            2.9e-99  319.8   1.5   3.3e-99  319.6   1.5   1.0   1   0   0   1   1   1   1 -
8ca.iota.45          -          WP_271812486.1       -           2.5e-114  369.0   4.2  2.9e-114  368.9   4.2   1.0   1   0   0   1   1   1   1 -
8ca.theta.45         -          KAI2502630.1         -           1.7e-142  465.3   2.7    2e-142  465.1   2.7   1.0   1   0   0   1   1   1   1 -
8ca.theta.45         -          GFH43681.1           -             9e-130  423.4   0.6  1.1e-129  423.1   0.6   1.0   1   0   0   1   1   1   1 -
8ca.theta.45         -          OEU19229.1           -           6.9e-132  430.3   0.1  8.3e-132  430.1   0.1   1.0   1   0   0   1   1   1   1 -
8ca.theta.45         -          KAK1747356.1         -           5.1e-125  407.7   0.6  5.8e-125  407.5   0.6   1.0   1   0   0   1   1   1   1 -
8ca.theta.45         -          KAL3909376.1:152-396 -           2.1e-145  474.9   3.0  2.4e-145  474.8   3.0   1.0   1   0   0   1   1   1   1 -
8ca.theta.45         -          KAG7363345.1:152-394 -           1.1e-148  485.8   1.3  1.2e-148  485.6   1.3   1.0   1   0   0   1   1   1   1 -
8ca.theta.45         -          GFH48450.1:117-362   -             3e-141  461.2   2.8  3.3e-141  461.1   2.8   1.0   1   0   0   1   1   1   1 -
8ca.theta.45         -          GFH48450.1:363-604   -           1.3e-142  465.7   1.6  1.4e-142  465.6   1.6   1.0   1   0   0   1   1   1   1 -
8ca.theta.45         -          KAI2502629.1:23-264  -             2e-140  458.5   2.5  2.2e-140  458.4   2.5   1.0   1   0   0   1   1   1   1 -
8ca.theta.45         -          CAB9527553.1:63-319  -           3.6e-138  451.1   1.9  3.9e-138  450.9   1.9   1.0   1   0   0   1   1   1   1 -
8ca.theta.45         -          OEU22620.1:160-399   -           1.4e-145  475.6   2.2  1.5e-145  475.4   2.2   1.0   1   0   0   1   1   1   1 -
8ca.theta.45         -          KAI2491517.1:19-273  -           8.5e-135  439.9   0.6  9.4e-135  439.8   0.6   1.0   1   0   0   1   1   1   1 -
8ca.theta.45         -          CAB9505785.1:1-566   -             8e-280  918.5   9.0  5.4e-144  470.3   2.8   2.0   1   1   1   2   2   2   2 -
8ca.theta.45         -          GFH56121.1:88-339    -           7.6e-142  463.2   1.0  8.3e-142  463.1   1.0   1.0   1   0   0   1   1   1   1 -
